chrom	start_window	end_window	DE_counts	proportion
494	Tfas_chr19	1	1e+06	2	0.018018018018018
495	Tfas_chr19	1000001	2e+06	1	0.00862068965517241
496	Tfas_chr19	2000001	3e+06	4	0.0347826086956522
497	Tfas_chr19	3000001	4e+06	1	0.0135135135135135
498	Tfas_chr19	4000001	5e+06	3	0.0697674418604651
499	Tfas_chr19	5000001	6e+06	0	0
500	Tfas_chr19	6000001	7e+06	0	0
501	Tfas_chr19	7000001	8e+06	2	0.0952380952380952
502	Tfas_chr19	8000001	9e+06	0	0
503	Tfas_chr19	9000001	1e+07	1	0.0555555555555556
504	Tfas_chr19	10000001	1.1e+07	0	0
505	Tfas_chr19	11000001	1.2e+07	0	0
506	Tfas_chr19	12000001	1.3e+07	2	0.0769230769230769
507	Tfas_chr19	13000001	1.4e+07	0	0
508	Tfas_chr19	14000001	1.5e+07	0	0
509	Tfas_chr19	15000001	1.6e+07	2	0.1
510	Tfas_chr19	16000001	1.7e+07	0	0
511	Tfas_chr19	17000001	1.8e+07	4	0.129032258064516
512	Tfas_chr19	18000001	1.9e+07	1	0.0769230769230769
513	Tfas_chr19	19000001	2e+07	0	0
514	Tfas_chr20	1	1e+06	3	0.0288461538461538
515	Tfas_chr20	1000001	2e+06	8	0.0740740740740741
516	Tfas_chr20	2000001	3e+06	1	0.0147058823529412
517	Tfas_chr20	3000001	4e+06	1	0.027027027027027
518	Tfas_chr20	4000001	5e+06	2	0.0571428571428571
519	Tfas_chr20	5000001	6e+06	0	0
520	Tfas_chr20	6000001	7e+06	0	0
521	Tfas_chr20	7000001	8e+06	1	0.125
522	Tfas_chr20	8000001	9e+06	0	0
523	Tfas_chr20	9000001	1e+07	0	0
524	Tfas_chr20	10000001	1.1e+07	0	0
525	Tfas_chr20	11000001	1.2e+07	2	0.1
526	Tfas_chr20	12000001	1.3e+07	1	0.0625
527	Tfas_chr20	13000001	1.4e+07	1	0.0769230769230769
528	Tfas_chr20	14000001	1.5e+07	2	0.0769230769230769
529	Tfas_chr20	15000001	1.6e+07	2	0.0625
530	Tfas_chr20	16000001	1.7e+07	1	0.027027027027027
531	Tfas_chr20	17000001	1.8e+07	0	0
532	Tfas_chr20	18000001	1.9e+07	2	0.024390243902439
533	Tfas_chr20	19000001	2e+07	1	0.04
534	Tfas_chr21	1	1e+06	1	0.0185185185185185
535	Tfas_chr21	1000001	2e+06	0	0
536	Tfas_chr21	2000001	3e+06	1	0.0185185185185185
537	Tfas_chr21	3000001	4e+06	1	0.0294117647058824
538	Tfas_chr21	4000001	5e+06	3	0.0909090909090909
539	Tfas_chr21	5000001	6e+06	0	0
540	Tfas_chr21	6000001	7e+06	1	0.0476190476190476
541	Tfas_chr21	7000001	8e+06	0	0
542	Tfas_chr21	8000001	9e+06	0	0
543	Tfas_chr21	9000001	1e+07	0	0
544	Tfas_chr21	10000001	1.1e+07	0	0
545	Tfas_chr21	11000001	1.2e+07	1	0.0416666666666667
546	Tfas_chr21	12000001	1.3e+07	1	0.0303030303030303
547	Tfas_chr21	13000001	1.4e+07	2	0.0357142857142857
548	Tfas_chr21	14000001	1.5e+07	1	0.0131578947368421
549	Tfas_chr21	15000001	1.6e+07	2	0.0204081632653061
550	Tfas_chr21	16000001	1.7e+07	3	0.024
551	Tfas_chr21	17000001	1.8e+07	5	0.0480769230769231
552	Tfas_chr21	18000001	1.9e+07	0	0
553	Tfas_chr22	1	1e+06	1	0.0169491525423729
554	Tfas_chr22	1000001	2e+06	0	0
555	Tfas_chr22	2000001	3e+06	2	0.05
556	Tfas_chr22	3000001	4e+06	0	0
557	Tfas_chr22	4000001	5e+06	1	0.0769230769230769
558	Tfas_chr22	5000001	6e+06	1	0.2
559	Tfas_chr22	6000001	7e+06	0	0
560	Tfas_chr22	7000001	8e+06	3	0.125
561	Tfas_chr22	8000001	9e+06	1	0.0333333333333333
562	Tfas_chr22	9000001	1e+07	1	0.024390243902439
563	Tfas_chr22	10000001	1.1e+07	2	0.0571428571428571
564	Tfas_chr22	11000001	1.2e+07	1	0.0454545454545455
565	Tfas_chr22	12000001	1.3e+07	3	0.0535714285714286
566	Tfas_chr22	13000001	1.4e+07	3	0.0337078651685393
567	Tfas_chr22	14000001	1.5e+07	4	0.04
568	Tfas_chr22	15000001	1.6e+07	5	0.0416666666666667
569	Tfas_chr22	16000001	1.7e+07	5	0.0423728813559322
570	Tfas_chr22	17000001	1.8e+07	0	0
571	Tfas_chr23	1	1e+06	5	0.0694444444444444
572	Tfas_chr23	1000001	2e+06	1	0.0172413793103448
573	Tfas_chr23	2000001	3e+06	1	0.0178571428571429
574	Tfas_chr23	3000001	4e+06	0	0
575	Tfas_chr23	4000001	5e+06	2	0.0555555555555556
576	Tfas_chr23	5000001	6e+06	1	0.0384615384615385
577	Tfas_chr23	6000001	7e+06	2	0.117647058823529
578	Tfas_chr23	7000001	8e+06	2	0.142857142857143
579	Tfas_chr23	8000001	9e+06	0	0
580	Tfas_chr23	9000001	1e+07	1	0.0769230769230769
581	Tfas_chr23	10000001	1.1e+07	1	0.0526315789473684
582	Tfas_chr23	11000001	1.2e+07	0	0
583	Tfas_chr23	12000001	1.3e+07	2	0.0625
584	Tfas_chr23	13000001	1.4e+07	1	0.025
585	Tfas_chr23	14000001	1.5e+07	4	0.0373831775700935
586	Tfas_chr23	15000001	1.6e+07	3	0.025
587	Tfas_chr23	16000001	1.7e+07	3	0.0410958904109589
588	Tfas_chr24	1	1e+06	0	0
589	Tfas_chr24	1000001	2e+06	2	0.08
590	Tfas_chr24	2000001	3e+06	1	0.0333333333333333
591	Tfas_chr24	3000001	4e+06	0	0
592	Tfas_chr24	4000001	5e+06	0	0
593	Tfas_chr24	5000001	6e+06	0	0
594	Tfas_chr24	6000001	7e+06	3	0.0967741935483871
595	Tfas_chr24	7000001	8e+06	2	0.0952380952380952
596	Tfas_chr24	8000001	9e+06	3	0.0535714285714286
597	Tfas_chr24	9000001	1e+07	4	0.0487804878048781
598	Tfas_chr24	10000001	1.1e+07	6	0.0638297872340425
599	Tfas_chr24	11000001	1.2e+07	2	0.0188679245283019
600	Tfas_chr24	12000001	1.3e+07	2	0.0206185567010309
601	Tfas_chr24	13000001	1.4e+07	3	0.0666666666666667
602	Tfas_chr25	1	1e+06	3	0.0263157894736842
603	Tfas_chr25	1000001	2e+06	1	0.00917431192660551
604	Tfas_chr25	2000001	3e+06	2	0.03125
605	Tfas_chr25	3000001	4e+06	0	0
606	Tfas_chr25	4000001	5e+06	0	0
607	Tfas_chr25	5000001	6e+06	0	0
608	Tfas_chr25	6000001	7e+06	2	0.0740740740740741
609	Tfas_chr25	7000001	8e+06	1	0.0217391304347826
610	Tfas_chr25	8000001	9e+06	2	0.0909090909090909
611	Tfas_chr25	9000001	1e+07	3	0.0625
612	Tfas_chr25	10000001	1.1e+07	3	0.0526315789473684
613	Tfas_chr25	11000001	1.2e+07	4	0.0459770114942529
614	Tfas_chr25	12000001	1.3e+07	0	0
615	Tlei_chr1	1	1e+06	6	0.058252427184466
616	Tlei_chr1	1000001	2e+06	3	0.0526315789473684
617	Tlei_chr1	2000001	3e+06	1	0.0434782608695652
618	Tlei_chr1	3000001	4e+06	1	0.0416666666666667
619	Tlei_chr1	4000001	5e+06	1	0.0588235294117647
620	Tlei_chr1	5000001	6e+06	0	0
621	Tlei_chr1	6000001	7e+06	1	0.125
622	Tlei_chr1	7000001	8e+06	1	0.25
623	Tlei_chr1	8000001	9e+06	0	0
624	Tlei_chr1	9000001	1e+07	2	0.25
625	Tlei_chr1	10000001	1.1e+07	1	0.166666666666667
626	Tlei_chr1	11000001	1.2e+07	0	0
627	Tlei_chr1	12000001	1.3e+07	0	0
628	Tlei_chr1	13000001	1.4e+07	0	0
629	Tlei_chr1	14000001	1.5e+07	0	0
630	Tlei_chr1	15000001	1.6e+07	0	0
631	Tlei_chr1	16000001	1.7e+07	0	0
632	Tlei_chr1	17000001	1.8e+07	0	0
633	Tlei_chr1	18000001	1.9e+07	1	0.2
634	Tlei_chr1	19000001	2e+07	1	0.111111111111111
635	Tlei_chr1	20000001	2.1e+07	1	0.166666666666667
636	Tlei_chr1	21000001	2.2e+07	0	0
637	Tlei_chr1	22000001	2.3e+07	0	0
638	Tlei_chr1	23000001	2.4e+07	0	0
639	Tlei_chr1	24000001	2.5e+07	0	0
640	Tlei_chr1	25000001	2.6e+07	1	0.142857142857143
641	Tlei_chr1	26000001	2.7e+07	1	0.25
642	Tlei_chr1	27000001	2.8e+07	0	0
643	Tlei_chr1	28000001	2.9e+07	0	0
644	Tlei_chr1	29000001	3e+07	0	0
645	Tlei_chr1	30000001	3.1e+07	0	0
646	Tlei_chr1	31000001	3.2e+07	0	0
647	Tlei_chr1	32000001	3.3e+07	0	0
648	Tlei_chr1	33000001	3.4e+07	0	0
649	Tlei_chr1	34000001	3.5e+07	0	0
650	Tlei_chr1	35000001	3.6e+07	0	0
651	Tlei_chr1	36000001	3.7e+07	0	0
652	Tlei_chr1	37000001	3.8e+07	0	0
653	Tlei_chr1	38000001	3.9e+07	0	0
654	Tlei_chr1	39000001	4e+07	0	0
655	Tlei_chr1	40000001	4.1e+07	1	0.25
656	Tlei_chr1	41000001	4.2e+07	0	0
657	Tlei_chr1	42000001	4.3e+07	0	0
658	Tlei_chr1	43000001	4.4e+07	0	0
659	Tlei_chr1	44000001	4.5e+07	0	0
660	Tlei_chr1	45000001	4.6e+07	1	1
661	Tlei_chr1	46000001	4.7e+07	0	0
662	Tlei_chr1	47000001	4.8e+07	0	0
663	Tlei_chr1	48000001	4.9e+07	0	0
664	Tlei_chr1	49000001	5e+07	0	0
665	Tlei_chr1	50000001	5.1e+07	2	0.0833333333333333
666	Tlei_chr1	51000001	5.2e+07	0	0
667	Tlei_chr1	52000001	5.3e+07	1	0.03125
668	Tlei_chr1	53000001	5.4e+07	4	0.0740740740740741
669	Tlei_chr1	54000001	5.5e+07	8	0.105263157894737
670	Tlei_chr1	55000001	5.6e+07	0	0
671	Tlei_chr1	56000001	5.7e+07	2	0.0204081632653061
672	Tlei_chr1	57000001	5.8e+07	3	0.0315789473684211
673	Tlei_chr1	58000001	5.9e+07	2	0.0232558139534884
674	Tlei_chr1	59000001	6e+07	5	0.0495049504950495
675	Tlei_chr1	60000001	6.1e+07	1	0.0416666666666667
676	Tlei_chr2	1	1e+06	6	0.0566037735849057
677	Tlei_chr2	1000001	2e+06	3	0.0260869565217391
678	Tlei_chr2	2000001	3e+06	1	0.0101010101010101
679	Tlei_chr2	3000001	4e+06	4	0.0506329113924051
680	Tlei_chr2	4000001	5e+06	1	0.0217391304347826
681	Tlei_chr2	5000001	6e+06	3	0.103448275862069
682	Tlei_chr2	6000001	7e+06	3	0.166666666666667
683	Tlei_chr2	7000001	8e+06	3	0.12
684	Tlei_chr2	8000001	9e+06	0	0
685	Tlei_chr2	9000001	1e+07	0	0
686	Tlei_chr2	10000001	1.1e+07	0	0
687	Tlei_chr2	11000001	1.2e+07	0	0
688	Tlei_chr2	12000001	1.3e+07	1	0.111111111111111
689	Tlei_chr2	13000001	1.4e+07	0	0
690	Tlei_chr2	14000001	1.5e+07	0	0
691	Tlei_chr2	15000001	1.6e+07	0	0
692	Tlei_chr2	16000001	1.7e+07	1	0.5
693	Tlei_chr2	17000001	1.8e+07	1	0.5
694	Tlei_chr2	18000001	1.9e+07	0	0
695	Tlei_chr2	19000001	2e+07	1	0.142857142857143
696	Tlei_chr2	20000001	2.1e+07	0	0
697	Tlei_chr2	21000001	2.2e+07	0	0
698	Tlei_chr2	22000001	2.3e+07	0	0
699	Tlei_chr2	23000001	2.4e+07	0	0
700	Tlei_chr2	24000001	2.5e+07	0	0
701	Tlei_chr2	25000001	2.6e+07	0	0
702	Tlei_chr2	26000001	2.7e+07	0	0
703	Tlei_chr2	27000001	2.8e+07	0	0
704	Tlei_chr2	28000001	2.9e+07	1	0.142857142857143
705	Tlei_chr2	29000001	3e+07	0	0
706	Tlei_chr2	30000001	3.1e+07	0	0
707	Tlei_chr2	31000001	3.2e+07	1	0.333333333333333
708	Tlei_chr2	32000001	3.3e+07	0	0
709	Tlei_chr2	33000001	3.4e+07	1	0.25
710	Tlei_chr2	34000001	3.5e+07	1	0.111111111111111
711	Tlei_chr2	35000001	3.6e+07	1	0.111111111111111
712	Tlei_chr2	36000001	3.7e+07	0	0
713	Tlei_chr2	37000001	3.8e+07	0	0
714	Tlei_chr2	38000001	3.9e+07	0	0
715	Tlei_chr2	39000001	4e+07	0	0
716	Tlei_chr2	40000001	4.1e+07	0	0
717	Tlei_chr2	41000001	4.2e+07	1	0.142857142857143
718	Tlei_chr2	42000001	4.3e+07	0	0
719	Tlei_chr2	43000001	4.4e+07	0	0
720	Tlei_chr2	44000001	4.5e+07	0	0
721	Tlei_chr2	45000001	4.6e+07	0	0
722	Tlei_chr2	46000001	4.7e+07	0	0
723	Tlei_chr2	47000001	4.8e+07	0	0
724	Tlei_chr2	48000001	4.9e+07	0	0
725	Tlei_chr2	49000001	5e+07	1	0.0833333333333333
726	Tlei_chr2	50000001	5.1e+07	1	0.0303030303030303
727	Tlei_chr2	51000001	5.2e+07	1	0.025
728	Tlei_chr2	52000001	5.3e+07	3	0.0882352941176471
729	Tlei_chr2	53000001	5.4e+07	1	0.0232558139534884
730	Tlei_chr2	54000001	5.5e+07	2	0.0363636363636364
731	Tlei_chr2	55000001	5.6e+07	3	0.0337078651685393
732	Tlei_chr2	56000001	5.7e+07	4	0.0327868852459016
733	Tlei_chr2	57000001	5.8e+07	0	0
734	Tlei_chr3	1	1e+06	4	0.0547945205479452
735	Tlei_chr3	1000001	2e+06	3	0.0461538461538462
736	Tlei_chr3	2000001	3e+06	2	0.04
737	Tlei_chr3	3000001	4e+06	0	0
738	Tlei_chr3	4000001	5e+06	0	0
739	Tlei_chr3	5000001	6e+06	1	0.142857142857143
740	Tlei_chr3	6000001	7e+06	0	0
741	Tlei_chr3	7000001	8e+06	0	0
742	Tlei_chr3	8000001	9e+06	0	0
743	Tlei_chr3	9000001	1e+07	0	0
744	Tlei_chr3	10000001	1.1e+07	0	0
745	Tlei_chr3	11000001	1.2e+07	0	0
746	Tlei_chr3	12000001	1.3e+07	0	0
747	Tlei_chr3	13000001	1.4e+07	0	0
748	Tlei_chr3	14000001	1.5e+07	1	0.142857142857143
749	Tlei_chr3	15000001	1.6e+07	0	0
750	Tlei_chr3	16000001	1.7e+07	0	0
751	Tlei_chr3	17000001	1.8e+07	0	0
752	Tlei_chr3	18000001	1.9e+07	0	0
753	Tlei_chr3	19000001	2e+07	0	0
754	Tlei_chr3	20000001	2.1e+07	1	0.0769230769230769
755	Tlei_chr3	21000001	2.2e+07	0	0
756	Tlei_chr3	22000001	2.3e+07	0	0
757	Tlei_chr3	23000001	2.4e+07	0	0
758	Tlei_chr3	24000001	2.5e+07	0	0
759	Tlei_chr3	25000001	2.6e+07	0	0
760	Tlei_chr3	26000001	2.7e+07	0	0
761	Tlei_chr3	27000001	2.8e+07	0	0
762	Tlei_chr3	28000001	2.9e+07	0	0
763	Tlei_chr3	29000001	3e+07	0	0
764	Tlei_chr3	30000001	3.1e+07	0	0
765	Tlei_chr3	31000001	3.2e+07	0	0
766	Tlei_chr3	32000001	3.3e+07	1	0.5
767	Tlei_chr3	33000001	3.4e+07	1	0.166666666666667
768	Tlei_chr3	34000001	3.5e+07	0	0
769	Tlei_chr3	35000001	3.6e+07	0	0
770	Tlei_chr3	36000001	3.7e+07	0	0
771	Tlei_chr3	37000001	3.8e+07	0	0
772	Tlei_chr3	38000001	3.9e+07	1	0.0769230769230769
773	Tlei_chr3	39000001	4e+07	2	0.666666666666667
774	Tlei_chr3	40000001	4.1e+07	1	0.333333333333333
775	Tlei_chr3	41000001	4.2e+07	0	0
776	Tlei_chr3	42000001	4.3e+07	0	0
777	Tlei_chr3	43000001	4.4e+07	0	0
778	Tlei_chr3	44000001	4.5e+07	0	0
779	Tlei_chr3	45000001	4.6e+07	0	0
780	Tlei_chr3	46000001	4.7e+07	0	0
781	Tlei_chr3	47000001	4.8e+07	0	0
782	Tlei_chr3	48000001	4.9e+07	1	0.0833333333333333
783	Tlei_chr3	49000001	5e+07	1	0.0384615384615385
784	Tlei_chr3	50000001	5.1e+07	0	0
785	Tlei_chr3	51000001	5.2e+07	2	0.0476190476190476
786	Tlei_chr3	52000001	5.3e+07	4	0.0493827160493827
787	Tlei_chr3	53000001	5.4e+07	7	0.074468085106383
788	Tlei_chr3	54000001	5.5e+07	2	0.0344827586206897
789	Tlei_chr3	55000001	5.6e+07	3	0.107142857142857
790	Tlei_chr4	1	1e+06	6	0.0521739130434783
791	Tlei_chr4	1000001	2e+06	4	0.0350877192982456
792	Tlei_chr4	2000001	3e+06	4	0.0408163265306122
793	Tlei_chr4	3000001	4e+06	2	0.02
794	Tlei_chr4	4000001	5e+06	1	0.0217391304347826
795	Tlei_chr4	5000001	6e+06	0	0
796	Tlei_chr4	6000001	7e+06	1	0.0476190476190476
797	Tlei_chr4	7000001	8e+06	0	0
798	Tlei_chr4	8000001	9e+06	0	0
799	Tlei_chr4	9000001	1e+07	0	0
800	Tlei_chr4	10000001	1.1e+07	0	0
801	Tlei_chr4	11000001	1.2e+07	0	0
802	Tlei_chr4	12000001	1.3e+07	0	0
803	Tlei_chr4	13000001	1.4e+07	0	0
804	Tlei_chr4	14000001	1.5e+07	0	0
805	Tlei_chr4	15000001	1.6e+07	0	0
806	Tlei_chr4	16000001	1.7e+07	0	0
807	Tlei_chr4	17000001	1.8e+07	0	0
808	Tlei_chr4	18000001	1.9e+07	0	0
809	Tlei_chr4	19000001	2e+07	0	0
810	Tlei_chr4	20000001	2.1e+07	0	0
811	Tlei_chr4	21000001	2.2e+07	0	0
812	Tlei_chr4	22000001	2.3e+07	0	0
813	Tlei_chr4	23000001	2.4e+07	0	0
814	Tlei_chr4	24000001	2.5e+07	0	0
815	Tlei_chr4	25000001	2.6e+07	0	0
816	Tlei_chr4	26000001	2.7e+07	1	0.125
817	Tlei_chr4	27000001	2.8e+07	0	0
818	Tlei_chr4	28000001	2.9e+07	1	0.333333333333333
819	Tlei_chr4	29000001	3e+07	0	0
820	Tlei_chr4	30000001	3.1e+07	0	0
821	Tlei_chr4	31000001	3.2e+07	1	0.166666666666667
822	Tlei_chr4	32000001	3.3e+07	0	0
823	Tlei_chr4	33000001	3.4e+07	0	0
824	Tlei_chr4	34000001	3.5e+07	0	0
825	Tlei_chr4	35000001	3.6e+07	0	0
826	Tlei_chr4	36000001	3.7e+07	0	0
827	Tlei_chr4	37000001	3.8e+07	1	0.142857142857143
828	Tlei_chr4	38000001	3.9e+07	0	0
829	Tlei_chr4	39000001	4e+07	0	0
830	Tlei_chr4	40000001	4.1e+07	1	0.5
831	Tlei_chr4	41000001	4.2e+07	0	0
832	Tlei_chr4	42000001	4.3e+07	1	0.333333333333333
833	Tlei_chr4	43000001	4.4e+07	0	0
834	Tlei_chr4	44000001	4.5e+07	0	0
835	Tlei_chr4	45000001	4.6e+07	0	0
836	Tlei_chr4	46000001	4.7e+07	0	0
837	Tlei_chr4	47000001	4.8e+07	0	0
838	Tlei_chr4	48000001	4.9e+07	0	0
839	Tlei_chr4	49000001	5e+07	1	0.125
840	Tlei_chr4	50000001	5.1e+07	0	0
841	Tlei_chr4	51000001	5.2e+07	0	0
842	Tlei_chr4	52000001	5.3e+07	1	0.0555555555555556
843	Tlei_chr4	53000001	5.4e+07	3	0.107142857142857
844	Tlei_chr4	54000001	5.5e+07	1	0.0169491525423729
845	Tlei_chr4	55000001	5.6e+07	2	0.0571428571428571
846	Tlei_chr5	1	1e+06	3	0.0365853658536585
847	Tlei_chr5	1000001	2e+06	4	0.043010752688172
848	Tlei_chr5	2000001	3e+06	8	0.121212121212121
849	Tlei_chr5	3000001	4e+06	4	0.0597014925373134
850	Tlei_chr5	4000001	5e+06	4	0.0930232558139535
851	Tlei_chr5	5000001	6e+06	1	0.0333333333333333
852	Tlei_chr5	6000001	7e+06	1	0.05
853	Tlei_chr5	7000001	8e+06	1	0.111111111111111
854	Tlei_chr5	8000001	9e+06	0	0
855	Tlei_chr5	9000001	1e+07	0	0
856	Tlei_chr5	10000001	1.1e+07	0	0
857	Tlei_chr5	11000001	1.2e+07	1	0.142857142857143
858	Tlei_chr5	12000001	1.3e+07	0	0
859	Tlei_chr5	13000001	1.4e+07	0	0
860	Tlei_chr5	14000001	1.5e+07	0	0
861	Tlei_chr5	15000001	1.6e+07	0	0
862	Tlei_chr5	16000001	1.7e+07	0	0
863	Tlei_chr5	17000001	1.8e+07	0	0
864	Tlei_chr5	18000001	1.9e+07	0	0
865	Tlei_chr5	19000001	2e+07	0	0
866	Tlei_chr5	20000001	2.1e+07	0	0
867	Tlei_chr5	21000001	2.2e+07	0	0
868	Tlei_chr5	22000001	2.3e+07	0	0
869	Tlei_chr5	23000001	2.4e+07	0	0
870	Tlei_chr5	24000001	2.5e+07	0	0
871	Tlei_chr5	25000001	2.6e+07	0	0
872	Tlei_chr5	26000001	2.7e+07	0	0
873	Tlei_chr5	27000001	2.8e+07	0	0
874	Tlei_chr5	28000001	2.9e+07	0	0
875	Tlei_chr5	29000001	3e+07	0	0
876	Tlei_chr5	30000001	3.1e+07	0	0
877	Tlei_chr5	31000001	3.2e+07	0	0
878	Tlei_chr5	32000001	3.3e+07	0	0
879	Tlei_chr5	33000001	3.4e+07	0	0
880	Tlei_chr5	34000001	3.5e+07	0	0
881	Tlei_chr5	35000001	3.6e+07	0	0
882	Tlei_chr5	36000001	3.7e+07	0	0
883	Tlei_chr5	37000001	3.8e+07	0	0
884	Tlei_chr5	38000001	3.9e+07	0	0
885	Tlei_chr5	39000001	4e+07	1	0.333333333333333
886	Tlei_chr5	40000001	4.1e+07	0	0
887	Tlei_chr5	41000001	4.2e+07	0	0
888	Tlei_chr5	42000001	4.3e+07	1	0.333333333333333
889	Tlei_chr5	43000001	4.4e+07	0	0
890	Tlei_chr5	44000001	4.5e+07	0	0
891	Tlei_chr5	45000001	4.6e+07	0	0
892	Tlei_chr5	46000001	4.7e+07	0	0
893	Tlei_chr5	47000001	4.8e+07	0	0
894	Tlei_chr5	48000001	4.9e+07	0	0
895	Tlei_chr5	49000001	5e+07	0	0
896	Tlei_chr5	50000001	5.1e+07	0	0
897	Tlei_chr5	51000001	5.2e+07	0	0
898	Tlei_chr5	52000001	5.3e+07	0	0
899	Tlei_chr5	53000001	5.4e+07	3	0.0625
900	Tlei_chr5	54000001	5.5e+07	2	0.0444444444444444
901	Tlei_chr6	1	1e+06	2	0.0294117647058824
902	Tlei_chr6	1000001	2e+06	8	0.0776699029126214
903	Tlei_chr6	2000001	3e+06	2	0.0204081632653061
904	Tlei_chr6	3000001	4e+06	4	0.0454545454545455
905	Tlei_chr6	4000001	5e+06	6	0.0594059405940594
906	Tlei_chr6	5000001	6e+06	2	0.0555555555555556
907	Tlei_chr6	6000001	7e+06	0	0
908	Tlei_chr6	7000001	8e+06	0	0
909	Tlei_chr6	8000001	9e+06	0	0
910	Tlei_chr6	9000001	1e+07	0	0
911	Tlei_chr6	10000001	1.1e+07	0	0
912	Tlei_chr6	11000001	1.2e+07	0	0
913	Tlei_chr6	12000001	1.3e+07	0	0
914	Tlei_chr6	13000001	1.4e+07	0	0
915	Tlei_chr6	14000001	1.5e+07	0	0
916	Tlei_chr6	15000001	1.6e+07	0	0
917	Tlei_chr6	16000001	1.7e+07	0	0
918	Tlei_chr6	17000001	1.8e+07	0	0
919	Tlei_chr6	18000001	1.9e+07	2	0.5
920	Tlei_chr6	19000001	2e+07	0	0
921	Tlei_chr6	20000001	2.1e+07	0	0
922	Tlei_chr6	21000001	2.2e+07	1	0.5
923	Tlei_chr6	22000001	2.3e+07	0	0
924	Tlei_chr6	23000001	2.4e+07	0	0
925	Tlei_chr6	24000001	2.5e+07	0	0
926	Tlei_chr6	25000001	2.6e+07	1	0.0909090909090909
927	Tlei_chr6	26000001	2.7e+07	0	0
928	Tlei_chr6	27000001	2.8e+07	0	0
929	Tlei_chr6	28000001	2.9e+07	0	0
930	Tlei_chr6	29000001	3e+07	1	0.2
931	Tlei_chr6	30000001	3.1e+07	0	0
932	Tlei_chr6	31000001	3.2e+07	1	1
933	Tlei_chr6	32000001	3.3e+07	0	0
934	Tlei_chr6	33000001	3.4e+07	0	0
935	Tlei_chr6	34000001	3.5e+07	0	0
936	Tlei_chr6	35000001	3.6e+07	0	0
937	Tlei_chr6	36000001	3.7e+07	0	0
938	Tlei_chr6	37000001	3.8e+07	0	0
939	Tlei_chr6	38000001	3.9e+07	0	0
940	Tlei_chr6	39000001	4e+07	0	0
941	Tlei_chr6	40000001	4.1e+07	0	0
942	Tlei_chr6	41000001	4.2e+07	1	0.25
943	Tlei_chr6	42000001	4.3e+07	0	0
944	Tlei_chr6	43000001	4.4e+07	0	0
945	Tlei_chr6	44000001	4.5e+07	0	0
946	Tlei_chr6	45000001	4.6e+07	0	0
947	Tlei_chr6	46000001	4.7e+07	4	0.181818181818182
948	Tlei_chr6	47000001	4.8e+07	2	0.0769230769230769
949	Tlei_chr6	48000001	4.9e+07	2	0.0416666666666667
950	Tlei_chr6	49000001	5e+07	4	0.0579710144927536
951	Tlei_chr6	50000001	5.1e+07	2	0.0198019801980198
952	Tlei_chr6	51000001	5.2e+07	3	0.0297029702970297
953	Tlei_chr6	52000001	5.3e+07	2	0.0540540540540541
954	Tlei_chr7	1	1e+06	3	0.0272727272727273
955	Tlei_chr7	1000001	2e+06	4	0.0459770114942529
956	Tlei_chr7	2000001	3e+06	3	0.0476190476190476
957	Tlei_chr7	3000001	4e+06	1	0.0256410256410256
958	Tlei_chr7	4000001	5e+06	1	0.0384615384615385
959	Tlei_chr7	5000001	6e+06	0	0
960	Tlei_chr7	6000001	7e+06	1	0.1
961	Tlei_chr7	7000001	8e+06	0	0
962	Tlei_chr7	8000001	9e+06	0	0
963	Tlei_chr7	9000001	1e+07	2	0.333333333333333
964	Tlei_chr7	10000001	1.1e+07	1	0.5
965	Tlei_chr7	11000001	1.2e+07	0	0
966	Tlei_chr7	12000001	1.3e+07	1	0.25
967	Tlei_chr7	13000001	1.4e+07	1	0.2
968	Tlei_chr7	14000001	1.5e+07	1	0.333333333333333
969	Tlei_chr7	15000001	1.6e+07	0	0
970	Tlei_chr7	16000001	1.7e+07	0	0
971	Tlei_chr7	17000001	1.8e+07	0	0
972	Tlei_chr7	18000001	1.9e+07	0	0
973	Tlei_chr7	19000001	2e+07	0	0
974	Tlei_chr7	20000001	2.1e+07	1	0.333333333333333
975	Tlei_chr7	21000001	2.2e+07	0	0
976	Tlei_chr7	22000001	2.3e+07	0	0
977	Tlei_chr7	23000001	2.4e+07	0	0
978	Tlei_chr7	24000001	2.5e+07	0	0
979	Tlei_chr7	25000001	2.6e+07	0	0
980	Tlei_chr7	26000001	2.7e+07	0	0
981	Tlei_chr7	27000001	2.8e+07	0	0
982	Tlei_chr7	28000001	2.9e+07	0	0
983	Tlei_chr7	29000001	3e+07	0	0
984	Tlei_chr7	30000001	3.1e+07	0	0
985	Tlei_chr7	31000001	3.2e+07	0	0
986	Tlei_chr7	32000001	3.3e+07	0	0
987	Tlei_chr7	33000001	3.4e+07	0	0
988	Tlei_chr7	34000001	3.5e+07	0	0
989	Tlei_chr7	35000001	3.6e+07	0	0
990	Tlei_chr7	36000001	3.7e+07	1	0.111111111111111
991	Tlei_chr7	37000001	3.8e+07	0	0
992	Tlei_chr7	38000001	3.9e+07	0	0
993	Tlei_chr7	39000001	4e+07	1	0.333333333333333
994	Tlei_chr7	40000001	4.1e+07	0	0
995	Tlei_chr7	41000001	4.2e+07	0	0
996	Tlei_chr7	42000001	4.3e+07	1	0.25
997	Tlei_chr7	43000001	4.4e+07	0	0
