chrom	start_window	end_window	gene_counts
Tlei_chr1	49000001	5e+07	10
Tlei_chr1	50000001	5.1e+07	24
Tlei_chr1	51000001	5.2e+07	4
Tlei_chr1	52000001	5.3e+07	32
Tlei_chr1	53000001	5.4e+07	54
Tlei_chr1	54000001	5.5e+07	76
Tlei_chr1	55000001	5.6e+07	78
Tlei_chr1	56000001	5.7e+07	98
Tlei_chr1	57000001	5.8e+07	95
Tlei_chr1	58000001	5.9e+07	86
Tlei_chr1	59000001	6e+07	101
Tlei_chr1	60000001	6.1e+07	24
Tlei_chr2	1	1e+06	106
Tlei_chr2	1000001	2e+06	115
Tlei_chr2	2000001	3e+06	99
Tlei_chr2	3000001	4e+06	79
Tlei_chr2	4000001	5e+06	46
Tlei_chr2	5000001	6e+06	29
Tlei_chr2	6000001	7e+06	18
Tlei_chr2	7000001	8e+06	25
Tlei_chr2	8000001	9e+06	6
Tlei_chr2	9000001	1e+07	6
Tlei_chr2	10000001	1.1e+07	4
Tlei_chr2	11000001	1.2e+07	3
Tlei_chr2	12000001	1.3e+07	9
Tlei_chr2	13000001	1.4e+07	3
Tlei_chr2	14000001	1.5e+07	0
Tlei_chr2	15000001	1.6e+07	3
Tlei_chr2	16000001	1.7e+07	2
Tlei_chr2	17000001	1.8e+07	2
Tlei_chr2	18000001	1.9e+07	3
Tlei_chr2	19000001	2e+07	7
Tlei_chr2	20000001	2.1e+07	4
Tlei_chr2	21000001	2.2e+07	3
Tlei_chr2	22000001	2.3e+07	1
Tlei_chr2	23000001	2.4e+07	7
Tlei_chr2	24000001	2.5e+07	6
Tlei_chr2	25000001	2.6e+07	0
Tlei_chr2	26000001	2.7e+07	0
Tlei_chr2	27000001	2.8e+07	1
Tlei_chr2	28000001	2.9e+07	7
Tlei_chr2	29000001	3e+07	2
Tlei_chr2	30000001	3.1e+07	5
Tlei_chr2	31000001	3.2e+07	3
Tlei_chr2	32000001	3.3e+07	3
Tlei_chr2	33000001	3.4e+07	4
Tlei_chr2	34000001	3.5e+07	9
Tlei_chr2	35000001	3.6e+07	9
Tlei_chr2	36000001	3.7e+07	8
Tlei_chr2	37000001	3.8e+07	0
Tlei_chr2	38000001	3.9e+07	3
Tlei_chr2	39000001	4e+07	1
Tlei_chr2	40000001	4.1e+07	5
Tlei_chr2	41000001	4.2e+07	7
Tlei_chr2	42000001	4.3e+07	3
Tlei_chr2	43000001	4.4e+07	1
Tlei_chr2	44000001	4.5e+07	1
Tlei_chr2	45000001	4.6e+07	1
Tlei_chr2	46000001	4.7e+07	5
Tlei_chr2	47000001	4.8e+07	9
Tlei_chr2	48000001	4.9e+07	5
Tlei_chr2	49000001	5e+07	12
Tlei_chr2	50000001	5.1e+07	33
Tlei_chr2	51000001	5.2e+07	40
Tlei_chr2	52000001	5.3e+07	34
Tlei_chr2	53000001	5.4e+07	43
Tlei_chr2	54000001	5.5e+07	55
Tlei_chr2	55000001	5.6e+07	89
Tlei_chr2	56000001	5.7e+07	122
Tlei_chr2	57000001	5.8e+07	9
Tlei_chr3	1	1e+06	73
Tlei_chr3	1000001	2e+06	65
Tlei_chr3	2000001	3e+06	50
Tlei_chr3	3000001	4e+06	26
Tlei_chr3	4000001	5e+06	21
Tlei_chr3	5000001	6e+06	7
Tlei_chr3	6000001	7e+06	7
Tlei_chr3	7000001	8e+06	5
Tlei_chr3	8000001	9e+06	5
Tlei_chr3	9000001	1e+07	4
Tlei_chr3	10000001	1.1e+07	4
Tlei_chr3	11000001	1.2e+07	10
Tlei_chr3	12000001	1.3e+07	16
Tlei_chr3	13000001	1.4e+07	7
Tlei_chr3	14000001	1.5e+07	7
Tlei_chr3	15000001	1.6e+07	6
Tlei_chr3	16000001	1.7e+07	8
Tlei_chr3	17000001	1.8e+07	15
Tlei_chr3	18000001	1.9e+07	7
Tlei_chr3	19000001	2e+07	1
Tlei_chr3	20000001	2.1e+07	13
Tlei_chr3	21000001	2.2e+07	6
Tlei_chr3	22000001	2.3e+07	4
Tlei_chr3	23000001	2.4e+07	3
Tlei_chr3	24000001	2.5e+07	5
Tlei_chr3	25000001	2.6e+07	6
Tlei_chr3	26000001	2.7e+07	2
Tlei_chr3	27000001	2.8e+07	1
Tlei_chr3	28000001	2.9e+07	1
Tlei_chr3	29000001	3e+07	3
Tlei_chr3	30000001	3.1e+07	4
Tlei_chr3	31000001	3.2e+07	8
Tlei_chr3	32000001	3.3e+07	2
Tlei_chr3	33000001	3.4e+07	6
Tlei_chr3	34000001	3.5e+07	1
Tlei_chr3	35000001	3.6e+07	2
Tlei_chr3	36000001	3.7e+07	0
Tlei_chr3	37000001	3.8e+07	4
Tlei_chr3	38000001	3.9e+07	13
Tlei_chr3	39000001	4e+07	3
Tlei_chr3	40000001	4.1e+07	3
Tlei_chr3	41000001	4.2e+07	5
Tlei_chr3	42000001	4.3e+07	1
Tlei_chr3	43000001	4.4e+07	0
Tlei_chr3	44000001	4.5e+07	1
Tlei_chr3	45000001	4.6e+07	1
Tlei_chr3	46000001	4.7e+07	5
Tlei_chr3	47000001	4.8e+07	15
Tlei_chr3	48000001	4.9e+07	12
Tlei_chr3	49000001	5e+07	26
Tlei_chr3	50000001	5.1e+07	29
Tlei_chr3	51000001	5.2e+07	42
Tlei_chr3	52000001	5.3e+07	81
Tlei_chr3	53000001	5.4e+07	94
Tlei_chr3	54000001	5.5e+07	58
Tlei_chr3	55000001	5.6e+07	28
Tlei_chr4	1	1e+06	115
Tlei_chr4	1000001	2e+06	114
Tlei_chr4	2000001	3e+06	98
Tlei_chr4	3000001	4e+06	100
Tlei_chr4	4000001	5e+06	46
Tlei_chr4	5000001	6e+06	15
Tlei_chr4	6000001	7e+06	21
Tlei_chr4	7000001	8e+06	11
Tlei_chr4	8000001	9e+06	9
Tlei_chr4	9000001	1e+07	2
Tlei_chr4	10000001	1.1e+07	2
Tlei_chr4	11000001	1.2e+07	2
Tlei_chr4	12000001	1.3e+07	1
Tlei_chr4	13000001	1.4e+07	1
Tlei_chr4	14000001	1.5e+07	2
Tlei_chr4	15000001	1.6e+07	1
Tlei_chr4	16000001	1.7e+07	4
Tlei_chr4	17000001	1.8e+07	1
Tlei_chr4	18000001	1.9e+07	1
Tlei_chr4	19000001	2e+07	6
Tlei_chr4	20000001	2.1e+07	1
Tlei_chr4	21000001	2.2e+07	3
Tlei_chr4	22000001	2.3e+07	7
Tlei_chr4	23000001	2.4e+07	2
Tlei_chr4	24000001	2.5e+07	0
Tlei_chr4	25000001	2.6e+07	1
Tlei_chr4	26000001	2.7e+07	8
Tlei_chr4	27000001	2.8e+07	4
Tlei_chr4	28000001	2.9e+07	3
Tlei_chr4	29000001	3e+07	7
Tlei_chr4	30000001	3.1e+07	1
Tlei_chr4	31000001	3.2e+07	6
Tlei_chr4	32000001	3.3e+07	9
Tlei_chr4	33000001	3.4e+07	1
Tlei_chr4	34000001	3.5e+07	1
Tlei_chr4	35000001	3.6e+07	5
Tlei_chr4	36000001	3.7e+07	8
Tlei_chr4	37000001	3.8e+07	7
Tlei_chr4	38000001	3.9e+07	4
Tlei_chr4	39000001	4e+07	6
Tlei_chr4	40000001	4.1e+07	2
Tlei_chr4	41000001	4.2e+07	0
Tlei_chr4	42000001	4.3e+07	3
Tlei_chr4	43000001	4.4e+07	0
Tlei_chr4	44000001	4.5e+07	1
Tlei_chr4	45000001	4.6e+07	2
Tlei_chr4	46000001	4.7e+07	1
Tlei_chr4	47000001	4.8e+07	5
Tlei_chr4	48000001	4.9e+07	10
Tlei_chr4	49000001	5e+07	8
Tlei_chr4	50000001	5.1e+07	10
Tlei_chr4	51000001	5.2e+07	14
Tlei_chr4	52000001	5.3e+07	18
Tlei_chr4	53000001	5.4e+07	28
Tlei_chr4	54000001	5.5e+07	59
Tlei_chr4	55000001	5.6e+07	35
Tlei_chr5	1	1e+06	82
Tlei_chr5	1000001	2e+06	93
Tlei_chr5	2000001	3e+06	66
Tlei_chr5	3000001	4e+06	67
Tlei_chr5	4000001	5e+06	43
Tlei_chr5	5000001	6e+06	30
Tlei_chr5	6000001	7e+06	20
Tlei_chr5	7000001	8e+06	9
Tlei_chr5	8000001	9e+06	4
Tlei_chr5	9000001	1e+07	3
Tlei_chr5	10000001	1.1e+07	2
Tlei_chr5	11000001	1.2e+07	7
Tlei_chr5	12000001	1.3e+07	8
Tlei_chr5	13000001	1.4e+07	8
Tlei_chr5	14000001	1.5e+07	2
Tlei_chr5	15000001	1.6e+07	3
Tlei_chr5	16000001	1.7e+07	5
Tlei_chr5	17000001	1.8e+07	1
Tlei_chr5	18000001	1.9e+07	4
Tlei_chr5	19000001	2e+07	2
Tlei_chr5	20000001	2.1e+07	3
Tlei_chr5	21000001	2.2e+07	2
Tlei_chr5	22000001	2.3e+07	4
Tlei_chr5	23000001	2.4e+07	0
Tlei_chr5	24000001	2.5e+07	1
Tlei_chr5	25000001	2.6e+07	4
Tlei_chr5	26000001	2.7e+07	1
Tlei_chr5	27000001	2.8e+07	2
Tlei_chr5	28000001	2.9e+07	5
Tlei_chr5	29000001	3e+07	3
Tlei_chr5	30000001	3.1e+07	2
Tlei_chr5	31000001	3.2e+07	3
Tlei_chr5	32000001	3.3e+07	4
Tlei_chr5	33000001	3.4e+07	1
Tlei_chr5	34000001	3.5e+07	6
Tlei_chr5	35000001	3.6e+07	31
Tlei_chr5	36000001	3.7e+07	1
Tlei_chr5	37000001	3.8e+07	2
Tlei_chr5	38000001	3.9e+07	4
Tlei_chr5	39000001	4e+07	3
Tlei_chr5	40000001	4.1e+07	3
Tlei_chr5	41000001	4.2e+07	9
Tlei_chr5	42000001	4.3e+07	3
Tlei_chr5	43000001	4.4e+07	1
Tlei_chr5	44000001	4.5e+07	1
Tlei_chr5	45000001	4.6e+07	0
Tlei_chr5	46000001	4.7e+07	3
Tlei_chr5	47000001	4.8e+07	3
Tlei_chr5	48000001	4.9e+07	5
Tlei_chr5	49000001	5e+07	12
Tlei_chr5	50000001	5.1e+07	3
Tlei_chr5	51000001	5.2e+07	22
Tlei_chr5	52000001	5.3e+07	41
Tlei_chr5	53000001	5.4e+07	48
Tlei_chr5	54000001	5.5e+07	45
Tlei_chr6	1	1e+06	68
Tlei_chr6	1000001	2e+06	103
Tlei_chr6	2000001	3e+06	98
Tlei_chr6	3000001	4e+06	88
Tlei_chr6	4000001	5e+06	101
Tlei_chr6	5000001	6e+06	36
Tlei_chr6	6000001	7e+06	22
Tlei_chr6	7000001	8e+06	16
Tlei_chr6	8000001	9e+06	11
Tlei_chr6	9000001	1e+07	9
Tlei_chr6	10000001	1.1e+07	4
Tlei_chr6	11000001	1.2e+07	5
Tlei_chr6	12000001	1.3e+07	2
Tlei_chr6	13000001	1.4e+07	5
Tlei_chr6	14000001	1.5e+07	5
Tlei_chr6	15000001	1.6e+07	2
Tlei_chr6	16000001	1.7e+07	4
Tlei_chr6	17000001	1.8e+07	2
Tlei_chr6	18000001	1.9e+07	4
Tlei_chr6	19000001	2e+07	1
Tlei_chr6	20000001	2.1e+07	9
Tlei_chr6	21000001	2.2e+07	2
Tlei_chr6	22000001	2.3e+07	0
Tlei_chr6	23000001	2.4e+07	4
Tlei_chr6	24000001	2.5e+07	2
Tlei_chr6	25000001	2.6e+07	11
Tlei_chr6	26000001	2.7e+07	3
Tlei_chr6	27000001	2.8e+07	0
Tlei_chr6	28000001	2.9e+07	0
Tlei_chr6	29000001	3e+07	5
Tlei_chr6	30000001	3.1e+07	3
Tlei_chr6	31000001	3.2e+07	1
Tlei_chr6	32000001	3.3e+07	2
Tlei_chr6	33000001	3.4e+07	2
Tlei_chr6	34000001	3.5e+07	0
Tlei_chr6	35000001	3.6e+07	1
Tlei_chr6	36000001	3.7e+07	1
Tlei_chr6	37000001	3.8e+07	1
Tlei_chr6	38000001	3.9e+07	5
Tlei_chr6	39000001	4e+07	3
Tlei_chr6	40000001	4.1e+07	3
Tlei_chr6	41000001	4.2e+07	4
Tlei_chr6	42000001	4.3e+07	4
Tlei_chr6	43000001	4.4e+07	9
Tlei_chr6	44000001	4.5e+07	15
Tlei_chr6	45000001	4.6e+07	3
Tlei_chr6	46000001	4.7e+07	22
Tlei_chr6	47000001	4.8e+07	26
Tlei_chr6	48000001	4.9e+07	48
Tlei_chr6	49000001	5e+07	69
Tlei_chr6	50000001	5.1e+07	101
Tlei_chr6	51000001	5.2e+07	101
Tlei_chr6	52000001	5.3e+07	37
Tlei_chr7	1	1e+06	110
Tlei_chr7	1000001	2e+06	87
Tlei_chr7	2000001	3e+06	63
Tlei_chr7	3000001	4e+06	39
Tlei_chr7	4000001	5e+06	26
Tlei_chr7	5000001	6e+06	11
Tlei_chr7	6000001	7e+06	10
Tlei_chr7	7000001	8e+06	11
Tlei_chr7	8000001	9e+06	3
Tlei_chr7	9000001	1e+07	6
Tlei_chr7	10000001	1.1e+07	2
Tlei_chr7	11000001	1.2e+07	6
Tlei_chr7	12000001	1.3e+07	4
Tlei_chr7	13000001	1.4e+07	5
Tlei_chr7	14000001	1.5e+07	3
Tlei_chr7	15000001	1.6e+07	1
Tlei_chr7	16000001	1.7e+07	0
Tlei_chr7	17000001	1.8e+07	1
Tlei_chr7	18000001	1.9e+07	2
Tlei_chr7	19000001	2e+07	6
Tlei_chr7	20000001	2.1e+07	3
Tlei_chr7	21000001	2.2e+07	1
Tlei_chr7	22000001	2.3e+07	2
Tlei_chr7	23000001	2.4e+07	0
Tlei_chr7	24000001	2.5e+07	1
Tlei_chr7	25000001	2.6e+07	0
Tlei_chr7	26000001	2.7e+07	0
Tlei_chr7	27000001	2.8e+07	2
Tlei_chr7	28000001	2.9e+07	1
Tlei_chr7	29000001	3e+07	3
Tlei_chr7	30000001	3.1e+07	4
Tlei_chr7	31000001	3.2e+07	3
Tlei_chr7	32000001	3.3e+07	1
Tlei_chr7	33000001	3.4e+07	4
Tlei_chr7	34000001	3.5e+07	1
Tlei_chr7	35000001	3.6e+07	0
Tlei_chr7	36000001	3.7e+07	9
Tlei_chr7	37000001	3.8e+07	3
Tlei_chr7	38000001	3.9e+07	4
Tlei_chr7	39000001	4e+07	3
Tlei_chr7	40000001	4.1e+07	4
Tlei_chr7	41000001	4.2e+07	4
Tlei_chr7	42000001	4.3e+07	4
Tlei_chr7	43000001	4.4e+07	2
Tlei_chr7	44000001	4.5e+07	1
Tlei_chr7	45000001	4.6e+07	6
Tlei_chr7	46000001	4.7e+07	8
Tlei_chr7	47000001	4.8e+07	21
Tlei_chr7	48000001	4.9e+07	13
Tlei_chr7	49000001	5e+07	29
Tlei_chr7	50000001	5.1e+07	36
Tlei_chr7	51000001	5.2e+07	80
Tlei_chr7	52000001	5.3e+07	24
Tlei_chr8	1	1e+06	112
Tlei_chr8	1000001	2e+06	92
Tlei_chr8	2000001	3e+06	67
Tlei_chr8	3000001	4e+06	58
Tlei_chr8	4000001	5e+06	25
Tlei_chr8	5000001	6e+06	21
Tlei_chr8	6000001	7e+06	18
Tlei_chr8	7000001	8e+06	11
Tlei_chr8	8000001	9e+06	3
Tlei_chr8	9000001	1e+07	6
Tlei_chr8	10000001	1.1e+07	8
Tlei_chr8	11000001	1.2e+07	5
Tlei_chr8	12000001	1.3e+07	5
Tlei_chr8	13000001	1.4e+07	7
Tlei_chr8	14000001	1.5e+07	5
Tlei_chr8	15000001	1.6e+07	7
Tlei_chr8	16000001	1.7e+07	3
Tlei_chr8	17000001	1.8e+07	2
Tlei_chr8	18000001	1.9e+07	3
Tlei_chr8	19000001	2e+07	2
Tlei_chr8	20000001	2.1e+07	2
Tlei_chr8	21000001	2.2e+07	2
Tlei_chr8	22000001	2.3e+07	4
Tlei_chr8	23000001	2.4e+07	10
Tlei_chr8	24000001	2.5e+07	1
Tlei_chr8	25000001	2.6e+07	0
Tlei_chr8	26000001	2.7e+07	2
Tlei_chr8	27000001	2.8e+07	2
Tlei_chr8	28000001	2.9e+07	4
Tlei_chr8	29000001	3e+07	4
Tlei_chr8	30000001	3.1e+07	2
Tlei_chr8	31000001	3.2e+07	2
Tlei_chr8	32000001	3.3e+07	1
Tlei_chr8	33000001	3.4e+07	0
Tlei_chr8	34000001	3.5e+07	61
Tlei_chr8	35000001	3.6e+07	48
Tlei_chr8	36000001	3.7e+07	1
Tlei_chr8	37000001	3.8e+07	1
Tlei_chr8	38000001	3.9e+07	6
Tlei_chr8	39000001	4e+07	7
Tlei_chr8	40000001	4.1e+07	4
Tlei_chr8	41000001	4.2e+07	1
Tlei_chr8	42000001	4.3e+07	8
Tlei_chr8	43000001	4.4e+07	3
Tlei_chr8	44000001	4.5e+07	16
Tlei_chr8	45000001	4.6e+07	36
Tlei_chr8	46000001	4.7e+07	26
Tlei_chr8	47000001	4.8e+07	47
Tlei_chr8	48000001	4.9e+07	47
Tlei_chr8	49000001	5e+07	90
Tlei_chr8	50000001	5.1e+07	140
Tlei_chr8	51000001	5.2e+07	32
Tlei_chr9	1	1e+06	120
Tlei_chr9	1000001	2e+06	122
Tlei_chr9	2000001	3e+06	111
Tlei_chr9	3000001	4e+06	70
Tlei_chr9	4000001	5e+06	67
Tlei_chr9	5000001	6e+06	34
Tlei_chr9	6000001	7e+06	24
Tlei_chr9	7000001	8e+06	5
Tlei_chr9	8000001	9e+06	9
Tlei_chr9	9000001	1e+07	6
Tlei_chr9	10000001	1.1e+07	8
Tlei_chr9	11000001	1.2e+07	5
Tlei_chr9	12000001	1.3e+07	5
Tlei_chr9	13000001	1.4e+07	4
Tlei_chr9	14000001	1.5e+07	2
Tlei_chr9	15000001	1.6e+07	10
Tlei_chr9	16000001	1.7e+07	3
Tlei_chr9	17000001	1.8e+07	9
Tlei_chr9	18000001	1.9e+07	8
Tlei_chr9	19000001	2e+07	1
Tlei_chr9	20000001	2.1e+07	8
Tlei_chr9	21000001	2.2e+07	4
Tlei_chr9	22000001	2.3e+07	0
Tlei_chr9	23000001	2.4e+07	3
Tlei_chr9	24000001	2.5e+07	1
Tlei_chr9	25000001	2.6e+07	0
Tlei_chr9	26000001	2.7e+07	8
Tlei_chr9	27000001	2.8e+07	2
Tlei_chr9	28000001	2.9e+07	4
Tlei_chr9	29000001	3e+07	2
Tlei_chr9	30000001	3.1e+07	1
Tlei_chr9	31000001	3.2e+07	6
Tlei_chr9	32000001	3.3e+07	10
Tlei_chr9	33000001	3.4e+07	9
Tlei_chr9	34000001	3.5e+07	3
Tlei_chr9	35000001	3.6e+07	3
Tlei_chr9	36000001	3.7e+07	1
Tlei_chr9	37000001	3.8e+07	1
Tlei_chr9	38000001	3.9e+07	8
Tlei_chr9	39000001	4e+07	2
Tlei_chr9	40000001	4.1e+07	11
Tlei_chr9	41000001	4.2e+07	8
Tlei_chr9	42000001	4.3e+07	4
Tlei_chr9	43000001	4.4e+07	3
Tlei_chr9	44000001	4.5e+07	11
Tlei_chr9	45000001	4.6e+07	19
Tlei_chr9	46000001	4.7e+07	19
Tlei_chr9	47000001	4.8e+07	23
Tlei_chr9	48000001	4.9e+07	48
Tlei_chr9	49000001	5e+07	88
Tlei_chr9	50000001	5.1e+07	27
Tlei_chr10	1	1e+06	101
Tlei_chr10	1000001	2e+06	119
Tlei_chr10	2000001	3e+06	106
Tlei_chr10	3000001	4e+06	45
Tlei_chr10	4000001	5e+06	35
Tlei_chr10	5000001	6e+06	27
Tlei_chr10	6000001	7e+06	10
Tlei_chr10	7000001	8e+06	7
Tlei_chr10	8000001	9e+06	2
Tlei_chr10	9000001	1e+07	4
Tlei_chr10	10000001	1.1e+07	1
Tlei_chr10	11000001	1.2e+07	6
Tlei_chr10	12000001	1.3e+07	6
Tlei_chr10	13000001	1.4e+07	2
Tlei_chr10	14000001	1.5e+07	4
Tlei_chr10	15000001	1.6e+07	13
Tlei_chr10	16000001	1.7e+07	8
Tlei_chr10	17000001	1.8e+07	8
Tlei_chr10	18000001	1.9e+07	3
Tlei_chr10	19000001	2e+07	5
Tlei_chr10	20000001	2.1e+07	0
Tlei_chr10	21000001	2.2e+07	3
Tlei_chr10	22000001	2.3e+07	2
Tlei_chr10	23000001	2.4e+07	3
Tlei_chr10	24000001	2.5e+07	2
Tlei_chr10	25000001	2.6e+07	5
Tlei_chr10	26000001	2.7e+07	4
Tlei_chr10	27000001	2.8e+07	1
Tlei_chr10	28000001	2.9e+07	7
Tlei_chr10	29000001	3e+07	4
Tlei_chr10	30000001	3.1e+07	0
Tlei_chr10	31000001	3.2e+07	2
Tlei_chr10	32000001	3.3e+07	1
Tlei_chr10	33000001	3.4e+07	4
Tlei_chr10	34000001	3.5e+07	5
Tlei_chr10	35000001	3.6e+07	5
Tlei_chr10	36000001	3.7e+07	6
Tlei_chr10	37000001	3.8e+07	5
Tlei_chr10	38000001	3.9e+07	8
Tlei_chr10	39000001	4e+07	7
Tlei_chr10	40000001	4.1e+07	5
Tlei_chr10	41000001	4.2e+07	13
Tlei_chr10	42000001	4.3e+07	21
Tlei_chr10	43000001	4.4e+07	20
Tlei_chr10	44000001	4.5e+07	32
Tlei_chr10	45000001	4.6e+07	38
Tlei_chr10	46000001	4.7e+07	90
Tlei_chr10	47000001	4.8e+07	120
Tlei_chr10	48000001	4.9e+07	42
Tlei_chr11	1	1e+06	92
Tlei_chr11	1000001	2e+06	63
Tlei_chr11	2000001	3e+06	32
Tlei_chr11	3000001	4e+06	25
Tlei_chr11	4000001	5e+06	3
Tlei_chr11	5000001	6e+06	1
Tlei_chr11	6000001	7e+06	0
Tlei_chr11	7000001	8e+06	9
Tlei_chr11	8000001	9e+06	2
Tlei_chr11	9000001	1e+07	3
Tlei_chr11	10000001	1.1e+07	7
Tlei_chr11	11000001	1.2e+07	2
Tlei_chr11	12000001	1.3e+07	2
Tlei_chr11	13000001	1.4e+07	6
Tlei_chr11	14000001	1.5e+07	1
Tlei_chr11	15000001	1.6e+07	5
Tlei_chr11	16000001	1.7e+07	3
Tlei_chr11	17000001	1.8e+07	3
Tlei_chr11	18000001	1.9e+07	5
Tlei_chr11	19000001	2e+07	2
Tlei_chr11	20000001	2.1e+07	4
Tlei_chr11	21000001	2.2e+07	1
Tlei_chr11	22000001	2.3e+07	2
Tlei_chr11	23000001	2.4e+07	3
Tlei_chr11	24000001	2.5e+07	6
Tlei_chr11	25000001	2.6e+07	5
Tlei_chr11	26000001	2.7e+07	3
Tlei_chr11	27000001	2.8e+07	3
Tlei_chr11	28000001	2.9e+07	2
Tlei_chr11	29000001	3e+07	0
Tlei_chr11	30000001	3.1e+07	3
Tlei_chr11	31000001	3.2e+07	0
Tlei_chr11	32000001	3.3e+07	0
Tlei_chr11	33000001	3.4e+07	2
Tlei_chr11	34000001	3.5e+07	1
Tlei_chr11	35000001	3.6e+07	1
Tlei_chr11	36000001	3.7e+07	1
Tlei_chr11	37000001	3.8e+07	6
Tlei_chr11	38000001	3.9e+07	4
Tlei_chr11	39000001	4e+07	11
Tlei_chr11	40000001	4.1e+07	14
Tlei_chr11	41000001	4.2e+07	3
Tlei_chr11	42000001	4.3e+07	26
Tlei_chr11	43000001	4.4e+07	58
Tlei_chr11	44000001	4.5e+07	100
Tlei_chr11	45000001	4.6e+07	113
Tlei_chr12	1	1e+06	103
Tlei_chr12	1000001	2e+06	114
Tlei_chr12	2000001	3e+06	85
Tlei_chr12	3000001	4e+06	61
Tlei_chr12	4000001	5e+06	37
Tlei_chr12	5000001	6e+06	22
Tlei_chr12	6000001	7e+06	2
Tlei_chr12	7000001	8e+06	0
Tlei_chr12	8000001	9e+06	6
Tlei_chr12	9000001	1e+07	8
Tlei_chr12	10000001	1.1e+07	4
Tlei_chr12	11000001	1.2e+07	4
Tlei_chr12	12000001	1.3e+07	3
Tlei_chr12	13000001	1.4e+07	5
Tlei_chr12	14000001	1.5e+07	0
Tlei_chr12	15000001	1.6e+07	5
Tlei_chr12	16000001	1.7e+07	7
Tlei_chr12	17000001	1.8e+07	5
Tlei_chr12	18000001	1.9e+07	8
Tlei_chr12	19000001	2e+07	2
Tlei_chr12	20000001	2.1e+07	3
Tlei_chr12	21000001	2.2e+07	6
Tlei_chr12	22000001	2.3e+07	2
Tlei_chr12	23000001	2.4e+07	0
Tlei_chr12	24000001	2.5e+07	0
Tlei_chr12	25000001	2.6e+07	1
Tlei_chr12	26000001	2.7e+07	6
Tlei_chr12	27000001	2.8e+07	8
Tlei_chr12	28000001	2.9e+07	3
Tlei_chr12	29000001	3e+07	9
Tlei_chr12	30000001	3.1e+07	8
Tlei_chr12	31000001	3.2e+07	7
Tlei_chr12	32000001	3.3e+07	9
Tlei_chr12	33000001	3.4e+07	21
Tlei_chr12	34000001	3.5e+07	3
Tlei_chr12	35000001	3.6e+07	4
Tlei_chr12	36000001	3.7e+07	10
Tlei_chr12	37000001	3.8e+07	10
Tlei_chr12	38000001	3.9e+07	5
Tlei_chr12	39000001	4e+07	20
Tlei_chr12	40000001	4.1e+07	26
Tlei_chr12	41000001	4.2e+07	31
Tlei_chr12	42000001	4.3e+07	63
Tlei_chr12	43000001	4.4e+07	24
Tlei_chr13	1	1e+06	77
Tlei_chr13	1000001	2e+06	62
Tlei_chr13	2000001	3e+06	38
Tlei_chr13	3000001	4e+06	18
Tlei_chr13	4000001	5e+06	7
Tlei_chr13	5000001	6e+06	6
Tlei_chr13	6000001	7e+06	11
Tlei_chr13	7000001	8e+06	10
Tlei_chr13	8000001	9e+06	12
Tlei_chr13	9000001	1e+07	3
Tlei_chr13	10000001	1.1e+07	7
Tlei_chr13	11000001	1.2e+07	2
Tlei_chr13	12000001	1.3e+07	0
Tlei_chr13	13000001	1.4e+07	2
Tlei_chr13	14000001	1.5e+07	3
Tlei_chr13	15000001	1.6e+07	5
Tlei_chr13	16000001	1.7e+07	1
Tlei_chr13	17000001	1.8e+07	4
Tlei_chr13	18000001	1.9e+07	9
Tlei_chr13	19000001	2e+07	5
Tlei_chr13	20000001	2.1e+07	9
Tlei_chr13	21000001	2.2e+07	1
Tlei_chr13	22000001	2.3e+07	0
Tlei_chr13	23000001	2.4e+07	5
Tlei_chr13	24000001	2.5e+07	5
Tlei_chr13	25000001	2.6e+07	9
Tlei_chr13	26000001	2.7e+07	5
Tlei_chr13	27000001	2.8e+07	6
Tlei_chr13	28000001	2.9e+07	2
Tlei_chr13	29000001	3e+07	6
Tlei_chr13	30000001	3.1e+07	3
Tlei_chr13	31000001	3.2e+07	2
Tlei_chr13	32000001	3.3e+07	17
Tlei_chr13	33000001	3.4e+07	22
Tlei_chr13	34000001	3.5e+07	26
Tlei_chr13	35000001	3.6e+07	70
Tlei_chr13	36000001	3.7e+07	65
Tlei_chr13	37000001	3.8e+07	79
Tlei_chr13	38000001	3.9e+07	22
Tlei_chr13	39000001	4e+07	2
Tlei_chr14	1	1e+06	117
Tlei_chr14	1000001	2e+06	115
Tlei_chr14	2000001	3e+06	107
Tlei_chr14	3000001	4e+06	106
Tlei_chr14	4000001	5e+06	71
Tlei_chr14	5000001	6e+06	28
Tlei_chr14	6000001	7e+06	14
Tlei_chr14	7000001	8e+06	21
Tlei_chr14	8000001	9e+06	21
Tlei_chr14	9000001	1e+07	2
Tlei_chr14	10000001	1.1e+07	2
Tlei_chr14	11000001	1.2e+07	2
Tlei_chr14	12000001	1.3e+07	5
Tlei_chr14	13000001	1.4e+07	1
Tlei_chr14	14000001	1.5e+07	1
Tlei_chr14	15000001	1.6e+07	12
Tlei_chr14	16000001	1.7e+07	6
Tlei_chr14	17000001	1.8e+07	1
Tlei_chr14	18000001	1.9e+07	5
Tlei_chr14	19000001	2e+07	10
Tlei_chr14	20000001	2.1e+07	4
Tlei_chr14	21000001	2.2e+07	6
Tlei_chr14	22000001	2.3e+07	2
Tlei_chr14	23000001	2.4e+07	15
Tlei_chr14	24000001	2.5e+07	7
Tlei_chr14	25000001	2.6e+07	13
Tlei_chr14	26000001	2.7e+07	23
