"chrom" "V2" "V3" "percentage_genic"
"445" "Scaffold_4582" "1" "1e+06" "31.5814"
"446" "Scaffold_4582" "1000001" "2e+06" "41.8226"
"447" "Scaffold_4582" "2000001" "3e+06" "37.2782"
"448" "Scaffold_4582" "3000001" "4e+06" "16.1209"
"449" "Scaffold_4582" "4000001" "5e+06" "21.6519"
"450" "Scaffold_4582" "5000001" "6e+06" "9.6192"
"451" "Scaffold_4582" "6000001" "7e+06" "6.0273"
"452" "Scaffold_4582" "7000001" "8e+06" "1.4922"
"453" "Scaffold_4582" "8000001" "9e+06" "2.9221"
"454" "Scaffold_4582" "9000001" "1e+07" "2.3813"
"455" "Scaffold_4582" "10000001" "1.1e+07" "1.9395"
"456" "Scaffold_4582" "11000001" "1.2e+07" "3.7524"
"457" "Scaffold_4582" "12000001" "1.3e+07" "0.089"
"458" "Scaffold_4582" "13000001" "1.4e+07" "2.4563"
"459" "Scaffold_4582" "14000001" "1.5e+07" "0"
"460" "Scaffold_4582" "15000001" "1.6e+07" "1.7288"
"461" "Scaffold_4582" "16000001" "1.7e+07" "0.4254"
"462" "Scaffold_4582" "17000001" "1.8e+07" "2.2387"
"463" "Scaffold_4582" "18000001" "1.9e+07" "0.4699"
"464" "Scaffold_4582" "19000001" "2e+07" "0"
"465" "Scaffold_4582" "20000001" "2.1e+07" "1.0251"
"466" "Scaffold_4582" "21000001" "2.2e+07" "0.4817"
"467" "Scaffold_4582" "22000001" "2.3e+07" "0"
"468" "Scaffold_4582" "23000001" "2.4e+07" "0"
"469" "Scaffold_4582" "24000001" "2.5e+07" "0.0464"
"470" "Scaffold_4582" "25000001" "2.6e+07" "0"
"471" "Scaffold_4582" "26000001" "2.7e+07" "3.9483"
"472" "Scaffold_4582" "27000001" "2.8e+07" "0"
"473" "Scaffold_4582" "28000001" "2.9e+07" "0.2634"
"474" "Scaffold_4582" "29000001" "3e+07" "0"
"475" "Scaffold_4582" "30000001" "3.1e+07" "0"
"476" "Scaffold_4582" "31000001" "3.2e+07" "0.866"
"477" "Scaffold_4582" "32000001" "3.3e+07" "10.5414"
"478" "Scaffold_4582" "33000001" "3.4e+07" "6.3132"
"479" "Scaffold_4582" "34000001" "3.5e+07" "3.7596"
"480" "Scaffold_4582" "35000001" "3.6e+07" "2.5552"
"481" "Scaffold_4582" "36000001" "3.7e+07" "0.3387"
"482" "Scaffold_4582" "37000001" "3.8e+07" "0"
"483" "Scaffold_4582" "38000001" "3.9e+07" "3.7782"
"484" "Scaffold_4582" "39000001" "4e+07" "0.4781"
"485" "Scaffold_4582" "40000001" "4.1e+07" "2.1335"
"486" "Scaffold_4582" "41000001" "4.2e+07" "0.1864"
"487" "Scaffold_4582" "42000001" "4.3e+07" "0"
"488" "Scaffold_4582" "43000001" "4.4e+07" "0.9521"
"489" "Scaffold_4582" "44000001" "4.5e+07" "2.4563"
"490" "Scaffold_4582" "45000001" "4.6e+07" "1.5412"
"491" "Scaffold_4582" "46000001" "4.7e+07" "5.4892"
"492" "Scaffold_4582" "47000001" "4.8e+07" "13.9024"
"493" "Scaffold_4582" "48000001" "4.9e+07" "22.4227"
"494" "Scaffold_4582" "49000001" "5e+07" "33.2521"
"495" "Scaffold_4582" "50000001" "5.1e+07" "7.921"
"496" "Scaffold_7805" "1" "1e+06" "41.5402"
"497" "Scaffold_7805" "1000001" "2e+06" "36.9442"
"498" "Scaffold_7805" "2000001" "3e+06" "39.1281"
"499" "Scaffold_7805" "3000001" "4e+06" "12.8368"
"500" "Scaffold_7805" "4000001" "5e+06" "10.8199"
"501" "Scaffold_7805" "5000001" "6e+06" "4.0439"
"502" "Scaffold_7805" "6000001" "7e+06" "3.2814"
"503" "Scaffold_7805" "7000001" "8e+06" "2.1411"
"504" "Scaffold_7805" "8000001" "9e+06" "0.3389"
"505" "Scaffold_7805" "9000001" "1e+07" "0.0299"
"506" "Scaffold_7805" "10000001" "1.1e+07" "0"
"507" "Scaffold_7805" "11000001" "1.2e+07" "0.897"
"508" "Scaffold_7805" "12000001" "1.3e+07" "7.3033"
"509" "Scaffold_7805" "13000001" "1.4e+07" "0.3128"
"510" "Scaffold_7805" "14000001" "1.5e+07" "1.5734"
"511" "Scaffold_7805" "15000001" "1.6e+07" "2.3569"
"512" "Scaffold_7805" "16000001" "1.7e+07" "2.6875"
"513" "Scaffold_7805" "17000001" "1.8e+07" "4.5386"
"514" "Scaffold_7805" "18000001" "1.9e+07" "0.5136"
"515" "Scaffold_7805" "19000001" "2e+07" "2.9153"
"516" "Scaffold_7805" "20000001" "2.1e+07" "0"
"517" "Scaffold_7805" "21000001" "2.2e+07" "1.0632"
"518" "Scaffold_7805" "22000001" "2.3e+07" "0.0983"
"519" "Scaffold_7805" "23000001" "2.4e+07" "0.779"
"520" "Scaffold_7805" "24000001" "2.5e+07" "0.9884"
"521" "Scaffold_7805" "25000001" "2.6e+07" "9.5049"
"522" "Scaffold_7805" "26000001" "2.7e+07" "0"
"523" "Scaffold_7805" "27000001" "2.8e+07" "0.052"
"524" "Scaffold_7805" "28000001" "2.9e+07" "0.6228"
"525" "Scaffold_7805" "29000001" "3e+07" "4.3268"
"526" "Scaffold_7805" "30000001" "3.1e+07" "0"
"527" "Scaffold_7805" "31000001" "3.2e+07" "0"
"528" "Scaffold_7805" "32000001" "3.3e+07" "0"
"529" "Scaffold_7805" "33000001" "3.4e+07" "3.0788"
"530" "Scaffold_7805" "34000001" "3.5e+07" "2.2796"
"531" "Scaffold_7805" "35000001" "3.6e+07" "2.2937"
"532" "Scaffold_7805" "36000001" "3.7e+07" "2.8075"
"533" "Scaffold_7805" "37000001" "3.8e+07" "0.1094"
"534" "Scaffold_7805" "38000001" "3.9e+07" "0.8501"
"535" "Scaffold_7805" "39000001" "4e+07" "6.2903"
"536" "Scaffold_7805" "40000001" "4.1e+07" "0.5945"
"537" "Scaffold_7805" "41000001" "4.2e+07" "3.8742"
"538" "Scaffold_7805" "42000001" "4.3e+07" "11.8254"
"539" "Scaffold_7805" "43000001" "4.4e+07" "12.2129"
"540" "Scaffold_7805" "44000001" "4.5e+07" "12.9793"
"541" "Scaffold_7805" "45000001" "4.6e+07" "13.8534"
"542" "Scaffold_7805" "46000001" "4.7e+07" "32.9223"
"543" "Scaffold_7805" "47000001" "4.8e+07" "39.4641"
"544" "Scaffold_7805" "48000001" "4.9e+07" "17.2465"
"545" "Scaffold_269" "1" "1e+06" "34.897"
"546" "Scaffold_269" "1000001" "2e+06" "30.068"
"547" "Scaffold_269" "2000001" "3e+06" "10.6583"
"548" "Scaffold_269" "3000001" "4e+06" "10.6328"
"549" "Scaffold_269" "4000001" "5e+06" "4.2665"
"550" "Scaffold_269" "5000001" "6e+06" "0"
"551" "Scaffold_269" "6000001" "7e+06" "0"
"552" "Scaffold_269" "7000001" "8e+06" "3.1106"
"553" "Scaffold_269" "8000001" "9e+06" "0"
"554" "Scaffold_269" "9000001" "1e+07" "3.4101"
"555" "Scaffold_269" "10000001" "1.1e+07" "1.1624"
"556" "Scaffold_269" "11000001" "1.2e+07" "0"
"557" "Scaffold_269" "12000001" "1.3e+07" "0"
"558" "Scaffold_269" "13000001" "1.4e+07" "2.7724"
"559" "Scaffold_269" "14000001" "1.5e+07" "0.7676"
"560" "Scaffold_269" "15000001" "1.6e+07" "1.5586"
"561" "Scaffold_269" "16000001" "1.7e+07" "0.0686"
"562" "Scaffold_269" "17000001" "1.8e+07" "0.2157"
"563" "Scaffold_269" "18000001" "1.9e+07" "7.2738"
"564" "Scaffold_269" "19000001" "2e+07" "0"
"565" "Scaffold_269" "20000001" "2.1e+07" "2.9414"
"566" "Scaffold_269" "21000001" "2.2e+07" "0"
"567" "Scaffold_269" "22000001" "2.3e+07" "0"
"568" "Scaffold_269" "23000001" "2.4e+07" "0.1906"
"569" "Scaffold_269" "24000001" "2.5e+07" "1.8808"
"570" "Scaffold_269" "25000001" "2.6e+07" "1.6581"
"571" "Scaffold_269" "26000001" "2.7e+07" "0"
"572" "Scaffold_269" "27000001" "2.8e+07" "0.0548"
"573" "Scaffold_269" "28000001" "2.9e+07" "0"
"574" "Scaffold_269" "29000001" "3e+07" "0"
"575" "Scaffold_269" "30000001" "3.1e+07" "0"
"576" "Scaffold_269" "31000001" "3.2e+07" "0"
"577" "Scaffold_269" "32000001" "3.3e+07" "0"
"578" "Scaffold_269" "33000001" "3.4e+07" "0"
"579" "Scaffold_269" "34000001" "3.5e+07" "0.1188"
"580" "Scaffold_269" "35000001" "3.6e+07" "0"
"581" "Scaffold_269" "36000001" "3.7e+07" "0"
"582" "Scaffold_269" "37000001" "3.8e+07" "1.1114"
"583" "Scaffold_269" "38000001" "3.9e+07" "0"
"584" "Scaffold_269" "39000001" "4e+07" "0.0497"
"585" "Scaffold_269" "40000001" "4.1e+07" "6.7901"
"586" "Scaffold_269" "41000001" "4.2e+07" "0"
"587" "Scaffold_269" "42000001" "4.3e+07" "6.3818"
"588" "Scaffold_269" "43000001" "4.4e+07" "16.8099"
"589" "Scaffold_269" "44000001" "4.5e+07" "23.0306"
"590" "Scaffold_269" "45000001" "4.6e+07" "36.1463"
"591" "Scaffold_6112" "1" "1e+06" "35.9224"
"592" "Scaffold_6112" "1000001" "2e+06" "35.1074"
"593" "Scaffold_6112" "2000001" "3e+06" "24.1824"
"594" "Scaffold_6112" "3000001" "4e+06" "12.6702"
"595" "Scaffold_6112" "4000001" "5e+06" "10.0524"
"596" "Scaffold_6112" "5000001" "6e+06" "7.4738"
"597" "Scaffold_6112" "6000001" "7e+06" "0"
"598" "Scaffold_6112" "7000001" "8e+06" "0"
"599" "Scaffold_6112" "8000001" "9e+06" "5.8098"
"600" "Scaffold_6112" "9000001" "1e+07" "2.1807"
"601" "Scaffold_6112" "10000001" "1.1e+07" "1.2231"
"602" "Scaffold_6112" "11000001" "1.2e+07" "0.2572"
"603" "Scaffold_6112" "12000001" "1.3e+07" "0.1733"
"604" "Scaffold_6112" "13000001" "1.4e+07" "0.0458"
"605" "Scaffold_6112" "14000001" "1.5e+07" "0"
"606" "Scaffold_6112" "15000001" "1.6e+07" "0"
"607" "Scaffold_6112" "16000001" "1.7e+07" "2.589"
"608" "Scaffold_6112" "17000001" "1.8e+07" "4.8758"
"609" "Scaffold_6112" "18000001" "1.9e+07" "4.1356"
"610" "Scaffold_6112" "19000001" "2e+07" "0.129"
"611" "Scaffold_6112" "20000001" "2.1e+07" "1.6652"
"612" "Scaffold_6112" "21000001" "2.2e+07" "1.7159"
"613" "Scaffold_6112" "22000001" "2.3e+07" "1.5627"
"614" "Scaffold_6112" "23000001" "2.4e+07" "0"
"615" "Scaffold_6112" "24000001" "2.5e+07" "0"
"616" "Scaffold_6112" "25000001" "2.6e+07" "0"
"617" "Scaffold_6112" "26000001" "2.7e+07" "1.0853"
"618" "Scaffold_6112" "27000001" "2.8e+07" "2.3532"
"619" "Scaffold_6112" "28000001" "2.9e+07" "0.8009"
"620" "Scaffold_6112" "29000001" "3e+07" "5.0458"
"621" "Scaffold_6112" "30000001" "3.1e+07" "2.8378"
"622" "Scaffold_6112" "31000001" "3.2e+07" "0.4745"
"623" "Scaffold_6112" "32000001" "3.3e+07" "11.8063"
"624" "Scaffold_6112" "33000001" "3.4e+07" "1.0723"
"625" "Scaffold_6112" "34000001" "3.5e+07" "0.3088"
"626" "Scaffold_6112" "35000001" "3.6e+07" "3.3789"
"627" "Scaffold_6112" "36000001" "3.7e+07" "2.6731"
"628" "Scaffold_6112" "37000001" "3.8e+07" "2.6684"
"629" "Scaffold_6112" "38000001" "3.9e+07" "1.024"
"630" "Scaffold_6112" "39000001" "4e+07" "9.0331"
"631" "Scaffold_6112" "40000001" "4.1e+07" "6.8546"
"632" "Scaffold_6112" "41000001" "4.2e+07" "14.1919"
"633" "Scaffold_6112" "42000001" "4.3e+07" "19.6876"
"634" "Scaffold_6112" "43000001" "4.4e+07" "8.7407"
"635" "Scaffold_10423" "1" "1e+06" "24.3963"
"636" "Scaffold_10423" "1000001" "2e+06" "25.1634"
"637" "Scaffold_10423" "2000001" "3e+06" "14.0902"
"638" "Scaffold_10423" "3000001" "4e+06" "2.5728"
"639" "Scaffold_10423" "4000001" "5e+06" "2.9108"
"640" "Scaffold_10423" "5000001" "6e+06" "0.0775"
"641" "Scaffold_10423" "6000001" "7e+06" "1.7725"
"642" "Scaffold_10423" "7000001" "8e+06" "0.3226"
"643" "Scaffold_10423" "8000001" "9e+06" "4.7484"
"644" "Scaffold_10423" "9000001" "1e+07" "2.5406"
"645" "Scaffold_10423" "10000001" "1.1e+07" "2.0704"
"646" "Scaffold_10423" "11000001" "1.2e+07" "1.8032"
"647" "Scaffold_10423" "12000001" "1.3e+07" "0"
"648" "Scaffold_10423" "13000001" "1.4e+07" "0"
"649" "Scaffold_10423" "14000001" "1.5e+07" "0"
"650" "Scaffold_10423" "15000001" "1.6e+07" "1.0151"
"651" "Scaffold_10423" "16000001" "1.7e+07" "0.8527"
"652" "Scaffold_10423" "17000001" "1.8e+07" "2.5429"
"653" "Scaffold_10423" "18000001" "1.9e+07" "5.3985"
"654" "Scaffold_10423" "19000001" "2e+07" "4.3207"
"655" "Scaffold_10423" "20000001" "2.1e+07" "5.257"
"656" "Scaffold_10423" "21000001" "2.2e+07" "0"
"657" "Scaffold_10423" "22000001" "2.3e+07" "0"
"658" "Scaffold_10423" "23000001" "2.4e+07" "2.8374"
"659" "Scaffold_10423" "24000001" "2.5e+07" "0.0559"
"660" "Scaffold_10423" "25000001" "2.6e+07" "4.8353"
"661" "Scaffold_10423" "26000001" "2.7e+07" "2.7101"
"662" "Scaffold_10423" "27000001" "2.8e+07" "0"
"663" "Scaffold_10423" "28000001" "2.9e+07" "0.5553"
"664" "Scaffold_10423" "29000001" "3e+07" "2.2934"
"665" "Scaffold_10423" "30000001" "3.1e+07" "0"
"666" "Scaffold_10423" "31000001" "3.2e+07" "0.7005"
"667" "Scaffold_10423" "32000001" "3.3e+07" "3.8102"
"668" "Scaffold_10423" "33000001" "3.4e+07" "8.7428"
"669" "Scaffold_10423" "34000001" "3.5e+07" "9.5446"
"670" "Scaffold_10423" "35000001" "3.6e+07" "28.7205"
"671" "Scaffold_10423" "36000001" "3.7e+07" "22.0279"
"672" "Scaffold_10423" "37000001" "3.8e+07" "27.781"
"673" "Scaffold_10423" "38000001" "3.9e+07" "8.3974"
"674" "Scaffold_10423" "39000001" "4e+07" "0"
"675" "Scaffold_7317" "1" "1e+06" "29.3864"
"676" "Scaffold_7317" "1000001" "2e+06" "35.7561"
"677" "Scaffold_7317" "2000001" "3e+06" "33.0695"
"678" "Scaffold_7317" "3000001" "4e+06" "40.3233"
"679" "Scaffold_7317" "4000001" "5e+06" "25.2417"
"680" "Scaffold_7317" "5000001" "6e+06" "13.6835"
"681" "Scaffold_7317" "6000001" "7e+06" "4.9686"
"682" "Scaffold_7317" "7000001" "8e+06" "6.912"
"683" "Scaffold_7317" "8000001" "9e+06" "8.8141"
"684" "Scaffold_7317" "9000001" "1e+07" "1.555"
"685" "Scaffold_7317" "10000001" "1.1e+07" "0"
"686" "Scaffold_7317" "11000001" "1.2e+07" "0"
"687" "Scaffold_7317" "12000001" "1.3e+07" "0.091"
"688" "Scaffold_7317" "13000001" "1.4e+07" "0.1983"
"689" "Scaffold_7317" "14000001" "1.5e+07" "0.0694"
"690" "Scaffold_7317" "15000001" "1.6e+07" "9.79"
"691" "Scaffold_7317" "16000001" "1.7e+07" "1.0722"
"692" "Scaffold_7317" "17000001" "1.8e+07" "0"
"693" "Scaffold_7317" "18000001" "1.9e+07" "0.9171"
"694" "Scaffold_7317" "19000001" "2e+07" "5.8527"
"695" "Scaffold_7317" "20000001" "2.1e+07" "2.3876"
"696" "Scaffold_7317" "21000001" "2.2e+07" "2.87"
"697" "Scaffold_7317" "22000001" "2.3e+07" "0.7892"
"698" "Scaffold_7317" "23000001" "2.4e+07" "2.8661"
"699" "Scaffold_7317" "24000001" "2.5e+07" "4.0774"
"700" "Scaffold_7317" "25000001" "2.6e+07" "6.8547"
"701" "Scaffold_7317" "26000001" "2.7e+07" "11.4642"
"702" "Scaffold_7317" "27000001" "2.8e+07" "14.7253"
"703" "Scaffold_7317" "28000001" "2.9e+07" "13.6477"
"704" "Scaffold_7317" "29000001" "3e+07" "17.8634"
"705" "Scaffold_7317" "30000001" "3.1e+07" "14.2705"
"706" "Scaffold_7317" "31000001" "3.2e+07" "14.1842"
"707" "Scaffold_7317" "32000001" "3.3e+07" "31.5602"
"708" "Scaffold_7317" "33000001" "3.4e+07" "38.8473"
"709" "Scaffold_7317" "34000001" "3.5e+07" "15.6583"
"710" "Scaffold_7317" "35000001" "3.6e+07" "24.3264"
"711" "Scaffold_7317" "36000001" "3.7e+07" "27.3661"
"712" "Scaffold_7317" "37000001" "3.8e+07" "20.1544"
"713" "Scaffold_7317" "38000001" "3.9e+07" "8.8797"
"714" "Scaffold_4198" "1" "1e+06" "30.7663"
"715" "Scaffold_4198" "1000001" "2e+06" "28.8992"
"716" "Scaffold_4198" "2000001" "3e+06" "26.9663"
"717" "Scaffold_4198" "3000001" "4e+06" "43.5467"
"718" "Scaffold_4198" "4000001" "5e+06" "32.4922"
"719" "Scaffold_4198" "5000001" "6e+06" "24.1292"
"720" "Scaffold_4198" "6000001" "7e+06" "15.323"
"721" "Scaffold_4198" "7000001" "8e+06" "10.9845"
"722" "Scaffold_4198" "8000001" "9e+06" "12.2567"
"723" "Scaffold_4198" "9000001" "1e+07" "6.3899"
"724" "Scaffold_4198" "10000001" "1.1e+07" "11.3745"
"725" "Scaffold_4198" "11000001" "1.2e+07" "0"
"726" "Scaffold_4198" "12000001" "1.3e+07" "0.5944"
"727" "Scaffold_4198" "13000001" "1.4e+07" "1.7175"
"728" "Scaffold_4198" "14000001" "1.5e+07" "2.4999"
"729" "Scaffold_4198" "15000001" "1.6e+07" "0.9316"
"730" "Scaffold_4198" "16000001" "1.7e+07" "0"
"731" "Scaffold_4198" "17000001" "1.8e+07" "3.0129"
"732" "Scaffold_4198" "18000001" "1.9e+07" "2.1701"
"733" "Scaffold_4198" "19000001" "2e+07" "5.335"
"734" "Scaffold_4198" "20000001" "2.1e+07" "0.8281"
"735" "Scaffold_4198" "21000001" "2.2e+07" "0"
"736" "Scaffold_4198" "22000001" "2.3e+07" "0"
"737" "Scaffold_4198" "23000001" "2.4e+07" "2.5581"
"738" "Scaffold_4198" "24000001" "2.5e+07" "8.6741"
"739" "Scaffold_4198" "25000001" "2.6e+07" "1.3527"
"740" "Scaffold_4198" "26000001" "2.7e+07" "1.1186"
"741" "Scaffold_4198" "27000001" "2.8e+07" "6.3354"
"742" "Scaffold_4198" "28000001" "2.9e+07" "0.6877"
"743" "Scaffold_4198" "29000001" "3e+07" "1.1005"
"744" "Scaffold_4198" "30000001" "3.1e+07" "1.7736"
"745" "Scaffold_4198" "31000001" "3.2e+07" "3.1369"
"746" "Scaffold_4198" "32000001" "3.3e+07" "4.8527"
"747" "Scaffold_4198" "33000001" "3.4e+07" "25.2423"
"748" "Scaffold_4198" "34000001" "3.5e+07" "22.7239"
"749" "Scaffold_7315" "1" "1e+06" "21.387"
"750" "Scaffold_7315" "1000001" "2e+06" "9.2852"
"751" "Scaffold_7315" "2000001" "3e+06" "1.8963"
"752" "Scaffold_7315" "3000001" "4e+06" "4.1817"
"753" "Scaffold_7315" "4000001" "5e+06" "0.5199"
"754" "Scaffold_7315" "5000001" "6e+06" "4.2321"
"755" "Scaffold_7315" "6000001" "7e+06" "0"
"756" "Scaffold_7315" "7000001" "8e+06" "3.454"
"757" "Scaffold_7315" "8000001" "9e+06" "1.2848"
"758" "Scaffold_7315" "9000001" "1e+07" "2.4687"
"759" "Scaffold_7315" "10000001" "1.1e+07" "2.8038"
"760" "Scaffold_7315" "11000001" "1.2e+07" "15.3406"
"761" "Scaffold_7315" "12000001" "1.3e+07" "0"
"762" "Scaffold_7315" "13000001" "1.4e+07" "1.9673"
"763" "Scaffold_7315" "14000001" "1.5e+07" "0"
"764" "Scaffold_7315" "15000001" "1.6e+07" "1.1561"
"765" "Scaffold_7315" "16000001" "1.7e+07" "0"
"766" "Scaffold_7315" "17000001" "1.8e+07" "3.718"
"767" "Scaffold_7315" "18000001" "1.9e+07" "1.8273"
"768" "Scaffold_7315" "19000001" "2e+07" "4.3469"
"769" "Scaffold_7315" "20000001" "2.1e+07" "1.9173"
"770" "Scaffold_7315" "21000001" "2.2e+07" "2.5922"
"771" "Scaffold_7315" "22000001" "2.3e+07" "0"
"772" "Scaffold_7315" "23000001" "2.4e+07" "8.4763"
"773" "Scaffold_7315" "24000001" "2.5e+07" "13.4505"
"774" "Scaffold_7315" "25000001" "2.6e+07" "15.2762"
"775" "Scaffold_7315" "26000001" "2.7e+07" "20.1236"
"776" "Scaffold_7315" "27000001" "2.8e+07" "24.3773"
"777" "Scaffold_7315" "28000001" "2.9e+07" "37.3584"
"778" "Scaffold_7315" "29000001" "3e+07" "41.4678"
"779" "Scaffold_7315" "30000001" "3.1e+07" "10.2849"
"780" "Scaffold_10425" "1" "1e+06" "30.219"
"781" "Scaffold_10425" "1000001" "2e+06" "36.5649"
"782" "Scaffold_10425" "2000001" "3e+06" "25.6787"
"783" "Scaffold_10425" "3000001" "4e+06" "19.6666"
"784" "Scaffold_10425" "4000001" "5e+06" "17.9766"
"785" "Scaffold_10425" "5000001" "6e+06" "7.4497"
"786" "Scaffold_10425" "6000001" "7e+06" "8.6223"
"787" "Scaffold_10425" "7000001" "8e+06" "2.9502"
"788" "Scaffold_10425" "8000001" "9e+06" "5.2106"
"789" "Scaffold_10425" "9000001" "1e+07" "3.9525"
"790" "Scaffold_10425" "10000001" "1.1e+07" "1.6068"
"791" "Scaffold_10425" "11000001" "1.2e+07" "2.1916"
"792" "Scaffold_10425" "12000001" "1.3e+07" "8.7385"
"793" "Scaffold_10425" "13000001" "1.4e+07" "3.294"
"794" "Scaffold_10425" "14000001" "1.5e+07" "0"
"795" "Scaffold_10425" "15000001" "1.6e+07" "2.7848"
"796" "Scaffold_10425" "16000001" "1.7e+07" "0.1681"
"797" "Scaffold_10425" "17000001" "1.8e+07" "0.4711"
"798" "Scaffold_10425" "18000001" "1.9e+07" "0.9987"
"799" "Scaffold_10425" "19000001" "2e+07" "0.5285"
"800" "Scaffold_10425" "20000001" "2.1e+07" "0.4679"
"801" "Scaffold_10425" "21000001" "2.2e+07" "1.1738"
"802" "Scaffold_10425" "22000001" "2.3e+07" "7.418"
"803" "Scaffold_10425" "23000001" "2.4e+07" "10.1291"
"804" "Scaffold_10425" "24000001" "2.5e+07" "0"
"805" "Scaffold_10425" "25000001" "2.6e+07" "1.0962"
"806" "Scaffold_10425" "26000001" "2.7e+07" "1.5003"
"807" "Scaffold_10425" "27000001" "2.8e+07" "10.6751"
"808" "Scaffold_10425" "28000001" "2.9e+07" "5.197"
"809" "Scaffold_10428" "1" "1e+06" "30.6459"
"810" "Scaffold_10428" "1000001" "2e+06" "36.2007"
"811" "Scaffold_10428" "2000001" "3e+06" "37.0335"
"812" "Scaffold_10428" "3000001" "4e+06" "21.194"
"813" "Scaffold_10428" "4000001" "5e+06" "13.5286"
"814" "Scaffold_10428" "5000001" "6e+06" "10.1236"
"815" "Scaffold_10428" "6000001" "7e+06" "4.5987"
"816" "Scaffold_10428" "7000001" "8e+06" "1.7335"
"817" "Scaffold_10428" "8000001" "9e+06" "2.898"
"818" "Scaffold_10428" "9000001" "1e+07" "8.9722"
"819" "Scaffold_10428" "10000001" "1.1e+07" "3.0291"
"820" "Scaffold_10428" "11000001" "1.2e+07" "1.6296"
"821" "Scaffold_10428" "12000001" "1.3e+07" "0"
"822" "Scaffold_10428" "13000001" "1.4e+07" "0.3855"
"823" "Scaffold_10428" "14000001" "1.5e+07" "2.6368"
"824" "Scaffold_10428" "15000001" "1.6e+07" "1.8986"
"825" "Scaffold_10428" "16000001" "1.7e+07" "10.4817"
"826" "Scaffold_10428" "17000001" "1.8e+07" "6.5436"
"827" "Scaffold_10428" "18000001" "1.9e+07" "0.3827"
"828" "Scaffold_10428" "19000001" "2e+07" "0.1843"
"829" "Scaffold_10428" "20000001" "2.1e+07" "0.2794"
"830" "Scaffold_10428" "21000001" "2.2e+07" "3.0334"
"831" "Scaffold_10428" "22000001" "2.3e+07" "2.9718"
"832" "Scaffold_10428" "23000001" "2.4e+07" "11.2215"
"833" "Scaffold_10428" "24000001" "2.5e+07" "10.5763"
"834" "Scaffold_10428" "25000001" "2.6e+07" "7.3544"
"835" "Scaffold_10428" "26000001" "2.7e+07" "0"
"836" "Scaffold_10433" "1" "1e+06" "36.6336"
"837" "Scaffold_10433" "1000001" "2e+06" "49.5777"
"838" "Scaffold_10433" "2000001" "3e+06" "32.8704"
"839" "Scaffold_10433" "3000001" "4e+06" "3.5997"
"840" "Scaffold_10433" "4000001" "5e+06" "8.6284"
"841" "Scaffold_10433" "5000001" "6e+06" "0.9886"
"842" "Scaffold_10433" "6000001" "7e+06" "0.352"
"843" "Scaffold_10433" "7000001" "8e+06" "2.1996"
"844" "Scaffold_10433" "8000001" "9e+06" "7.7763"
"845" "Scaffold_10433" "9000001" "1e+07" "0.1388"
"846" "Scaffold_10433" "10000001" "1.1e+07" "5.9958"
"847" "Scaffold_10433" "11000001" "1.2e+07" "5.7548"
"848" "Scaffold_10433" "12000001" "1.3e+07" "7.7089"
"849" "Scaffold_10433" "13000001" "1.4e+07" "17.2081"
"850" "Scaffold_10433" "14000001" "1.5e+07" "30.6365"
"851" "Scaffold_10433" "15000001" "1.6e+07" "27.4308"
"852" "Scaffold_10433" "16000001" "1.7e+07" "33.6133"
"853" "Scaffold_10433" "17000001" "1.8e+07" "26.9338"
"854" "Scaffold_10433" "18000001" "1.9e+07" "38.9353"
"855" "Scaffold_10433" "19000001" "2e+07" "24.1929"
"856" "Scaffold_10433" "20000001" "2.1e+07" "9.0509"
"857" "Scaffold_612" "1" "1e+06" "23.4934"
"858" "Scaffold_612" "1000001" "2e+06" "12.5419"
"859" "Scaffold_612" "2000001" "3e+06" "11.8383"
"860" "Scaffold_612" "3000001" "4e+06" "22.3457"
"861" "Scaffold_612" "4000001" "5e+06" "10.6254"
"862" "Scaffold_612" "5000001" "6e+06" "11.9727"
"863" "Scaffold_612" "6000001" "7e+06" "11.344"
"864" "Scaffold_612" "7000001" "8e+06" "6.7899"
"865" "Scaffold_612" "8000001" "9e+06" "16.4736"
"866" "Scaffold_612" "9000001" "1e+07" "6.9348"
"867" "Scaffold_612" "10000001" "1.1e+07" "3.2602"
"868" "Scaffold_612" "11000001" "1.2e+07" "3.231"
"869" "Scaffold_612" "12000001" "1.3e+07" "0"
"870" "Scaffold_612" "13000001" "1.4e+07" "21.8049"
"871" "Scaffold_612" "14000001" "1.5e+07" "23.8405"
"872" "Scaffold_612" "15000001" "1.6e+07" "35.2956"
"873" "Scaffold_612" "16000001" "1.7e+07" "39.7964"
"874" "Scaffold_612" "17000001" "1.8e+07" "43.3791"
"875" "Scaffold_612" "18000001" "1.9e+07" "11.6133"
"876" "Scaffold_10430" "1" "1e+06" "42.3868"
"877" "Scaffold_10430" "1000001" "2e+06" "36.4451"
"878" "Scaffold_10430" "2000001" "3e+06" "18.7616"
"879" "Scaffold_10430" "3000001" "4e+06" "7.9506"
"880" "Scaffold_10430" "4000001" "5e+06" "7.8122"
"881" "Scaffold_10430" "5000001" "6e+06" "6.2012"
"882" "Scaffold_10430" "6000001" "7e+06" "9.6154"
"883" "Scaffold_10430" "7000001" "8e+06" "8.9002"
"884" "Scaffold_10430" "8000001" "9e+06" "32.4969"
"885" "Scaffold_10430" "9000001" "1e+07" "26.1124"
"886" "Scaffold_10430" "10000001" "1.1e+07" "23.6075"
